effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,(Intercept),6.135980562662664,0.43785519256748145,5.258004204803022,7.000915909445718
fixed,cond,NA,cost_deviation,6.884674177239525e-4,8.093769362125013e-4,-9.201482323482503e-4,0.002287881869504866
fixed,cond,NA,treat_any,-0.7461508978054127,0.29435683734198254,-1.3094362381842806,-0.17386255518845628
fixed,cond,NA,treat_GK,0.6772080496631884,0.2912047560108759,0.09555953594934977,1.2322841855268298
fixed,cond,NA,borrowingstock_asinh_R1,0.23001337430500404,0.015533226291123595,0.19959590392782953,0.26060234401219357
fixed,cond,NA,Lhh_wealth_asinh,-0.0025745738634256245,0.019451844798923448,-0.03988872487004235,0.035760153393272265
fixed,cond,NA,Lvill_eligible_ratio,-0.4629121922939705,1.1293254563588222,-2.7692225151892287,1.6635308325958738
ran_pars,cond,block,sd__(Intercept),0.9177758800644518,0.19601844989201656,0.5753411517591533,1.3542557671720592
ran_pars,cond,vid,sd__(Intercept),1.19763319856068,0.10861931986440547,0.9965605190375604,1.4206943535714447
ran_pars,cond,Residual,sd__Observation,4.483320413507953,0.05036639566448152,4.387191445948052,4.584714284975863
